CountyFIPS,DataCategory,DataType,HUC,OrganizationIdentifier,ReportIdentifier,ReportUnitIdentifier,State,WaDEURLAddress
,DETAIL,ALLOCATION,11130102,OWRB,1967,1,36,
,DETAIL,ALLOCATION,11130202,OWRB,1967,1,36,
,DETAIL,ALLOCATION,11130203,OWRB,1967,1,36,
,DETAIL,ALLOCATION,11130208,OWRB,1967,1,36,
,DETAIL,ALLOCATION,11140105,OWRB,1967,10,36,
,DETAIL,ALLOCATION,11140106,OWRB,1967,10,36,
,DETAIL,ALLOCATION,11140107,OWRB,1967,10,36,
,DETAIL,ALLOCATION,11120202,OWRB,1967,11,36,
,DETAIL,ALLOCATION,11120302,OWRB,1967,11,36,
,DETAIL,ALLOCATION,11120303,OWRB,1967,11,36,
,DETAIL,ALLOCATION,11120304,OWRB,1967,11,36,
,DETAIL,ALLOCATION,11130101,OWRB,1967,11,36,
,DETAIL,ALLOCATION,,OWRB,1967,12,36,
,DETAIL,ALLOCATION,11050003,OWRB,1967,12,36,
,DETAIL,ALLOCATION,11060001,OWRB,1967,12,36,
,DETAIL,ALLOCATION,11060004,OWRB,1967,12,36,
,DETAIL,ALLOCATION,11060005,OWRB,1967,12,36,
,DETAIL,ALLOCATION,11060006,OWRB,1967,12,36,
,DETAIL,ALLOCATION,11090201,OWRB,1967,13,36,
,DETAIL,ALLOCATION,11140101,OWRB,1967,2,36,
,DETAIL,ALLOCATION,11140102,OWRB,1967,2,36,
,DETAIL,ALLOCATION,11140103,OWRB,1967,2,36,
,DETAIL,ALLOCATION,11140104,OWRB,1967,2,36,
,DETAIL,ALLOCATION,11040001,OWRB,1967,3,36,
,DETAIL,ALLOCATION,11050002,OWRB,1967,3,36,
,DETAIL,ALLOCATION,11090202,OWRB,1967,3,36,
,DETAIL,ALLOCATION,11090203,OWRB,1967,3,36,
,DETAIL,ALLOCATION,11100301,OWRB,1967,3,36,
,DETAIL,ALLOCATION,11100302,OWRB,1967,3,36,
,DETAIL,ALLOCATION,11100303,OWRB,1967,3,36,
,DETAIL,ALLOCATION,11040001,OWRB,1967,4,36,
,DETAIL,ALLOCATION,11090202,OWRB,1967,4,36,
,DETAIL,ALLOCATION,11090204,OWRB,1967,4,36,
,DETAIL,ALLOCATION,11100302,OWRB,1967,4,36,
,DETAIL,ALLOCATION,11100303,OWRB,1967,4,36,
,DETAIL,ALLOCATION,11070206,OWRB,1967,5,36,
,DETAIL,ALLOCATION,11070209,OWRB,1967,5,36,
,DETAIL,ALLOCATION,11090204,OWRB,1967,6,36,
,DETAIL,ALLOCATION,11100201,OWRB,1967,6,36,
,DETAIL,ALLOCATION,11110102,OWRB,1967,6,36,
,DETAIL,ALLOCATION,11110103,OWRB,1967,6,36,
,DETAIL,ALLOCATION,11110104,OWRB,1967,6,36,
,DETAIL,ALLOCATION,11110105,OWRB,1967,6,36,
,DETAIL,ALLOCATION,11130201,OWRB,1967,7,36,
,DETAIL,ALLOCATION,11130210,OWRB,1967,7,36,
,DETAIL,ALLOCATION,11130303,OWRB,1967,7,36,
,DETAIL,ALLOCATION,11130304,OWRB,1967,7,36,
,DETAIL,ALLOCATION,11070103,OWRB,1967,8,36,
,DETAIL,ALLOCATION,11070105,OWRB,1967,8,36,
,DETAIL,ALLOCATION,11070106,OWRB,1967,8,36,
,DETAIL,ALLOCATION,11070107,OWRB,1967,8,36,
,DETAIL,ALLOCATION,11110101,OWRB,1967,8,36,
,DETAIL,ALLOCATION,11040001,OWRB,1967,9,36,
,DETAIL,ALLOCATION,11040002,OWRB,1967,9,36,
,DETAIL,ALLOCATION,11040008,OWRB,1967,9,36,
,DETAIL,ALLOCATION,11100101,OWRB,1967,9,36,
,DETAIL,ALLOCATION,11100102,OWRB,1967,9,36,
,DETAIL,ALLOCATION,11100104,OWRB,1967,9,36,
,DETAIL,ALLOCATION,11100201,OWRB,1967,9,36,
,DETAIL,ALLOCATION,11100301,OWRB,1967,9,36,
,DETAIL,ALLOCATION,11130102,OWRB,1968,1,36,
,DETAIL,ALLOCATION,11130202,OWRB,1968,1,36,
,DETAIL,ALLOCATION,11130203,OWRB,1968,1,36,
,DETAIL,ALLOCATION,11130208,OWRB,1968,1,36,
,DETAIL,ALLOCATION,11140105,OWRB,1968,10,36,
,DETAIL,ALLOCATION,11140106,OWRB,1968,10,36,
,DETAIL,ALLOCATION,11140107,OWRB,1968,10,36,
,DETAIL,ALLOCATION,11120202,OWRB,1968,11,36,
,DETAIL,ALLOCATION,11120302,OWRB,1968,11,36,
,DETAIL,ALLOCATION,11120303,OWRB,1968,11,36,
,DETAIL,ALLOCATION,11120304,OWRB,1968,11,36,
,DETAIL,ALLOCATION,11130101,OWRB,1968,11,36,
,DETAIL,ALLOCATION,,OWRB,1968,12,36,
,DETAIL,ALLOCATION,11050003,OWRB,1968,12,36,
,DETAIL,ALLOCATION,11060001,OWRB,1968,12,36,
,DETAIL,ALLOCATION,11060004,OWRB,1968,12,36,
,DETAIL,ALLOCATION,11060005,OWRB,1968,12,36,
,DETAIL,ALLOCATION,11060006,OWRB,1968,12,36,
,DETAIL,ALLOCATION,11090201,OWRB,1968,13,36,
,DETAIL,ALLOCATION,11140101,OWRB,1968,2,36,
,DETAIL,ALLOCATION,11140102,OWRB,1968,2,36,
,DETAIL,ALLOCATION,11140103,OWRB,1968,2,36,
,DETAIL,ALLOCATION,11140104,OWRB,1968,2,36,
,DETAIL,ALLOCATION,11040001,OWRB,1968,3,36,
,DETAIL,ALLOCATION,11050002,OWRB,1968,3,36,
,DETAIL,ALLOCATION,11090202,OWRB,1968,3,36,
,DETAIL,ALLOCATION,11090203,OWRB,1968,3,36,
,DETAIL,ALLOCATION,11100301,OWRB,1968,3,36,
,DETAIL,ALLOCATION,11100302,OWRB,1968,3,36,
,DETAIL,ALLOCATION,11100303,OWRB,1968,3,36,
,DETAIL,ALLOCATION,11040001,OWRB,1968,4,36,
,DETAIL,ALLOCATION,11090202,OWRB,1968,4,36,
,DETAIL,ALLOCATION,11090204,OWRB,1968,4,36,
,DETAIL,ALLOCATION,11100302,OWRB,1968,4,36,
,DETAIL,ALLOCATION,11100303,OWRB,1968,4,36,
,DETAIL,ALLOCATION,11070206,OWRB,1968,5,36,
,DETAIL,ALLOCATION,11070209,OWRB,1968,5,36,
,DETAIL,ALLOCATION,11090204,OWRB,1968,6,36,
,DETAIL,ALLOCATION,11100201,OWRB,1968,6,36,
,DETAIL,ALLOCATION,11110102,OWRB,1968,6,36,
,DETAIL,ALLOCATION,11110103,OWRB,1968,6,36,
,DETAIL,ALLOCATION,11110104,OWRB,1968,6,36,
,DETAIL,ALLOCATION,11110105,OWRB,1968,6,36,
,DETAIL,ALLOCATION,11130201,OWRB,1968,7,36,
,DETAIL,ALLOCATION,11130210,OWRB,1968,7,36,
,DETAIL,ALLOCATION,11130303,OWRB,1968,7,36,
,DETAIL,ALLOCATION,11130304,OWRB,1968,7,36,
,DETAIL,ALLOCATION,11070103,OWRB,1968,8,36,
,DETAIL,ALLOCATION,11070105,OWRB,1968,8,36,
,DETAIL,ALLOCATION,11070106,OWRB,1968,8,36,
,DETAIL,ALLOCATION,11070107,OWRB,1968,8,36,
,DETAIL,ALLOCATION,11110101,OWRB,1968,8,36,
,DETAIL,ALLOCATION,11040001,OWRB,1968,9,36,
,DETAIL,ALLOCATION,11040002,OWRB,1968,9,36,
,DETAIL,ALLOCATION,11040008,OWRB,1968,9,36,
,DETAIL,ALLOCATION,11050001,OWRB,1968,9,36,
,DETAIL,ALLOCATION,11100101,OWRB,1968,9,36,
,DETAIL,ALLOCATION,11100102,OWRB,1968,9,36,
,DETAIL,ALLOCATION,11100104,OWRB,1968,9,36,
,DETAIL,ALLOCATION,11100201,OWRB,1968,9,36,
,DETAIL,ALLOCATION,11100301,OWRB,1968,9,36,
,DETAIL,ALLOCATION,11130102,OWRB,1969,1,36,
,DETAIL,ALLOCATION,11130202,OWRB,1969,1,36,
,DETAIL,ALLOCATION,11130203,OWRB,1969,1,36,
,DETAIL,ALLOCATION,11130208,OWRB,1969,1,36,
,DETAIL,ALLOCATION,11140105,OWRB,1969,10,36,
,DETAIL,ALLOCATION,11140106,OWRB,1969,10,36,
,DETAIL,ALLOCATION,11140107,OWRB,1969,10,36,
,DETAIL,ALLOCATION,11120202,OWRB,1969,11,36,
,DETAIL,ALLOCATION,11120302,OWRB,1969,11,36,
,DETAIL,ALLOCATION,11120303,OWRB,1969,11,36,
,DETAIL,ALLOCATION,11120304,OWRB,1969,11,36,
,DETAIL,ALLOCATION,11130101,OWRB,1969,11,36,
,DETAIL,ALLOCATION,,OWRB,1969,12,36,
,DETAIL,ALLOCATION,11050003,OWRB,1969,12,36,
,DETAIL,ALLOCATION,11060001,OWRB,1969,12,36,
,DETAIL,ALLOCATION,11060004,OWRB,1969,12,36,
,DETAIL,ALLOCATION,11060005,OWRB,1969,12,36,
,DETAIL,ALLOCATION,11060006,OWRB,1969,12,36,
,DETAIL,ALLOCATION,11090201,OWRB,1969,13,36,
,DETAIL,ALLOCATION,11130301,OWRB,1969,13,36,
,DETAIL,ALLOCATION,11130302,OWRB,1969,13,36,
,DETAIL,ALLOCATION,11140101,OWRB,1969,2,36,
,DETAIL,ALLOCATION,11140102,OWRB,1969,2,36,
,DETAIL,ALLOCATION,11140103,OWRB,1969,2,36,
,DETAIL,ALLOCATION,11140104,OWRB,1969,2,36,
,DETAIL,ALLOCATION,11040001,OWRB,1969,3,36,
,DETAIL,ALLOCATION,11050002,OWRB,1969,3,36,
,DETAIL,ALLOCATION,11090202,OWRB,1969,3,36,
,DETAIL,ALLOCATION,11090203,OWRB,1969,3,36,
,DETAIL,ALLOCATION,11100301,OWRB,1969,3,36,
,DETAIL,ALLOCATION,11100302,OWRB,1969,3,36,
,DETAIL,ALLOCATION,11100303,OWRB,1969,3,36,
,DETAIL,ALLOCATION,11040001,OWRB,1969,4,36,
,DETAIL,ALLOCATION,11090202,OWRB,1969,4,36,
,DETAIL,ALLOCATION,11090204,OWRB,1969,4,36,
,DETAIL,ALLOCATION,11100302,OWRB,1969,4,36,
,DETAIL,ALLOCATION,11100303,OWRB,1969,4,36,
,DETAIL,ALLOCATION,11070206,OWRB,1969,5,36,
,DETAIL,ALLOCATION,11070209,OWRB,1969,5,36,
,DETAIL,ALLOCATION,11090204,OWRB,1969,6,36,
,DETAIL,ALLOCATION,11100201,OWRB,1969,6,36,
,DETAIL,ALLOCATION,11110102,OWRB,1969,6,36,
,DETAIL,ALLOCATION,11110103,OWRB,1969,6,36,
,DETAIL,ALLOCATION,11110104,OWRB,1969,6,36,
,DETAIL,ALLOCATION,11110105,OWRB,1969,6,36,
,DETAIL,ALLOCATION,11130201,OWRB,1969,7,36,
,DETAIL,ALLOCATION,11130210,OWRB,1969,7,36,
,DETAIL,ALLOCATION,11130302,OWRB,1969,7,36,
,DETAIL,ALLOCATION,11130303,OWRB,1969,7,36,
,DETAIL,ALLOCATION,11130304,OWRB,1969,7,36,
,DETAIL,ALLOCATION,11070103,OWRB,1969,8,36,
,DETAIL,ALLOCATION,11070105,OWRB,1969,8,36,
,DETAIL,ALLOCATION,11070106,OWRB,1969,8,36,
,DETAIL,ALLOCATION,11070107,OWRB,1969,8,36,
,DETAIL,ALLOCATION,11110101,OWRB,1969,8,36,
,DETAIL,ALLOCATION,11040001,OWRB,1969,9,36,
,DETAIL,ALLOCATION,11040002,OWRB,1969,9,36,
,DETAIL,ALLOCATION,11040008,OWRB,1969,9,36,
,DETAIL,ALLOCATION,11050001,OWRB,1969,9,36,
,DETAIL,ALLOCATION,11100101,OWRB,1969,9,36,
,DETAIL,ALLOCATION,11100102,OWRB,1969,9,36,
,DETAIL,ALLOCATION,11100104,OWRB,1969,9,36,
,DETAIL,ALLOCATION,11100201,OWRB,1969,9,36,
,DETAIL,ALLOCATION,11100301,OWRB,1969,9,36,
,DETAIL,ALLOCATION,11130102,OWRB,1970,1,36,
,DETAIL,ALLOCATION,11130202,OWRB,1970,1,36,
,DETAIL,ALLOCATION,11130203,OWRB,1970,1,36,
,DETAIL,ALLOCATION,11130208,OWRB,1970,1,36,
,DETAIL,ALLOCATION,11140105,OWRB,1970,10,36,
,DETAIL,ALLOCATION,11140106,OWRB,1970,10,36,
,DETAIL,ALLOCATION,11140107,OWRB,1970,10,36,
,DETAIL,ALLOCATION,11120202,OWRB,1970,11,36,
,DETAIL,ALLOCATION,11120302,OWRB,1970,11,36,
,DETAIL,ALLOCATION,11120303,OWRB,1970,11,36,
,DETAIL,ALLOCATION,11120304,OWRB,1970,11,36,
,DETAIL,ALLOCATION,11130101,OWRB,1970,11,36,
,DETAIL,ALLOCATION,,OWRB,1970,12,36,
,DETAIL,ALLOCATION,11050003,OWRB,1970,12,36,
,DETAIL,ALLOCATION,11060001,OWRB,1970,12,36,
,DETAIL,ALLOCATION,11060004,OWRB,1970,12,36,
,DETAIL,ALLOCATION,11060005,OWRB,1970,12,36,
,DETAIL,ALLOCATION,11060006,OWRB,1970,12,36,
,DETAIL,ALLOCATION,11090201,OWRB,1970,13,36,
,DETAIL,ALLOCATION,11130301,OWRB,1970,13,36,
,DETAIL,ALLOCATION,11130302,OWRB,1970,13,36,
,DETAIL,ALLOCATION,11090202,OWRB,1970,2,36,
,DETAIL,ALLOCATION,11140101,OWRB,1970,2,36,
,DETAIL,ALLOCATION,11140102,OWRB,1970,2,36,
,DETAIL,ALLOCATION,11140103,OWRB,1970,2,36,
,DETAIL,ALLOCATION,11140104,OWRB,1970,2,36,
,DETAIL,ALLOCATION,11040001,OWRB,1970,3,36,
,DETAIL,ALLOCATION,11050002,OWRB,1970,3,36,
,DETAIL,ALLOCATION,11090202,OWRB,1970,3,36,
,DETAIL,ALLOCATION,11090203,OWRB,1970,3,36,
,DETAIL,ALLOCATION,11100301,OWRB,1970,3,36,
,DETAIL,ALLOCATION,11100302,OWRB,1970,3,36,
,DETAIL,ALLOCATION,11100303,OWRB,1970,3,36,
,DETAIL,ALLOCATION,11040001,OWRB,1970,4,36,
,DETAIL,ALLOCATION,11090202,OWRB,1970,4,36,
,DETAIL,ALLOCATION,11090204,OWRB,1970,4,36,
,DETAIL,ALLOCATION,11100302,OWRB,1970,4,36,
,DETAIL,ALLOCATION,11100303,OWRB,1970,4,36,
,DETAIL,ALLOCATION,11070206,OWRB,1970,5,36,
,DETAIL,ALLOCATION,11070209,OWRB,1970,5,36,
,DETAIL,ALLOCATION,11090204,OWRB,1970,6,36,
,DETAIL,ALLOCATION,11100201,OWRB,1970,6,36,
,DETAIL,ALLOCATION,11110102,OWRB,1970,6,36,
,DETAIL,ALLOCATION,11110103,OWRB,1970,6,36,
,DETAIL,ALLOCATION,11110104,OWRB,1970,6,36,
,DETAIL,ALLOCATION,11110105,OWRB,1970,6,36,
,DETAIL,ALLOCATION,11130201,OWRB,1970,7,36,
,DETAIL,ALLOCATION,11130210,OWRB,1970,7,36,
,DETAIL,ALLOCATION,11130302,OWRB,1970,7,36,
,DETAIL,ALLOCATION,11130303,OWRB,1970,7,36,
,DETAIL,ALLOCATION,11130304,OWRB,1970,7,36,
,DETAIL,ALLOCATION,11070103,OWRB,1970,8,36,
,DETAIL,ALLOCATION,11070105,OWRB,1970,8,36,
,DETAIL,ALLOCATION,11070106,OWRB,1970,8,36,
,DETAIL,ALLOCATION,11070107,OWRB,1970,8,36,
,DETAIL,ALLOCATION,11110101,OWRB,1970,8,36,
,DETAIL,ALLOCATION,11040001,OWRB,1970,9,36,
,DETAIL,ALLOCATION,11040002,OWRB,1970,9,36,
,DETAIL,ALLOCATION,11040008,OWRB,1970,9,36,
,DETAIL,ALLOCATION,11050001,OWRB,1970,9,36,
,DETAIL,ALLOCATION,11100101,OWRB,1970,9,36,
,DETAIL,ALLOCATION,11100102,OWRB,1970,9,36,
,DETAIL,ALLOCATION,11100104,OWRB,1970,9,36,
,DETAIL,ALLOCATION,11100201,OWRB,1970,9,36,
,DETAIL,ALLOCATION,11100301,OWRB,1970,9,36,
,DETAIL,ALLOCATION,11130102,OWRB,1971,1,36,
,DETAIL,ALLOCATION,11130202,OWRB,1971,1,36,
,DETAIL,ALLOCATION,11130203,OWRB,1971,1,36,
,DETAIL,ALLOCATION,11130208,OWRB,1971,1,36,
,DETAIL,ALLOCATION,11140105,OWRB,1971,10,36,
,DETAIL,ALLOCATION,11140106,OWRB,1971,10,36,
,DETAIL,ALLOCATION,11140107,OWRB,1971,10,36,
,DETAIL,ALLOCATION,11140108,OWRB,1971,10,36,
,DETAIL,ALLOCATION,11120202,OWRB,1971,11,36,
,DETAIL,ALLOCATION,11120302,OWRB,1971,11,36,
,DETAIL,ALLOCATION,11120303,OWRB,1971,11,36,
,DETAIL,ALLOCATION,11120304,OWRB,1971,11,36,
,DETAIL,ALLOCATION,11130101,OWRB,1971,11,36,
,DETAIL,ALLOCATION,,OWRB,1971,12,36,
,DETAIL,ALLOCATION,11050003,OWRB,1971,12,36,
,DETAIL,ALLOCATION,11060001,OWRB,1971,12,36,
,DETAIL,ALLOCATION,11060004,OWRB,1971,12,36,
,DETAIL,ALLOCATION,11060005,OWRB,1971,12,36,
,DETAIL,ALLOCATION,11060006,OWRB,1971,12,36,
,DETAIL,ALLOCATION,11090201,OWRB,1971,13,36,
,DETAIL,ALLOCATION,11130301,OWRB,1971,13,36,
,DETAIL,ALLOCATION,11130302,OWRB,1971,13,36,
,DETAIL,ALLOCATION,11090202,OWRB,1971,2,36,
,DETAIL,ALLOCATION,11140101,OWRB,1971,2,36,
,DETAIL,ALLOCATION,11140102,OWRB,1971,2,36,
,DETAIL,ALLOCATION,11140103,OWRB,1971,2,36,
,DETAIL,ALLOCATION,11140104,OWRB,1971,2,36,
,DETAIL,ALLOCATION,11040001,OWRB,1971,3,36,
,DETAIL,ALLOCATION,11050002,OWRB,1971,3,36,
,DETAIL,ALLOCATION,11090202,OWRB,1971,3,36,
,DETAIL,ALLOCATION,11090203,OWRB,1971,3,36,
,DETAIL,ALLOCATION,11100301,OWRB,1971,3,36,
,DETAIL,ALLOCATION,11100302,OWRB,1971,3,36,
,DETAIL,ALLOCATION,11100303,OWRB,1971,3,36,
,DETAIL,ALLOCATION,11040001,OWRB,1971,4,36,
,DETAIL,ALLOCATION,11090202,OWRB,1971,4,36,
,DETAIL,ALLOCATION,11090204,OWRB,1971,4,36,
,DETAIL,ALLOCATION,11100302,OWRB,1971,4,36,
,DETAIL,ALLOCATION,11100303,OWRB,1971,4,36,
,DETAIL,ALLOCATION,11070206,OWRB,1971,5,36,
,DETAIL,ALLOCATION,11070209,OWRB,1971,5,36,
,DETAIL,ALLOCATION,11090204,OWRB,1971,6,36,
,DETAIL,ALLOCATION,11100201,OWRB,1971,6,36,
,DETAIL,ALLOCATION,11110102,OWRB,1971,6,36,
,DETAIL,ALLOCATION,11110103,OWRB,1971,6,36,
,DETAIL,ALLOCATION,11110104,OWRB,1971,6,36,
,DETAIL,ALLOCATION,11110105,OWRB,1971,6,36,
,DETAIL,ALLOCATION,11130201,OWRB,1971,7,36,
,DETAIL,ALLOCATION,11130210,OWRB,1971,7,36,
,DETAIL,ALLOCATION,11130302,OWRB,1971,7,36,
,DETAIL,ALLOCATION,11130303,OWRB,1971,7,36,
,DETAIL,ALLOCATION,11130304,OWRB,1971,7,36,
,DETAIL,ALLOCATION,11070103,OWRB,1971,8,36,
,DETAIL,ALLOCATION,11070105,OWRB,1971,8,36,
,DETAIL,ALLOCATION,11070106,OWRB,1971,8,36,
,DETAIL,ALLOCATION,11070107,OWRB,1971,8,36,
,DETAIL,ALLOCATION,11110101,OWRB,1971,8,36,
,DETAIL,ALLOCATION,11040001,OWRB,1971,9,36,
,DETAIL,ALLOCATION,11040002,OWRB,1971,9,36,
,DETAIL,ALLOCATION,11040008,OWRB,1971,9,36,
,DETAIL,ALLOCATION,11050001,OWRB,1971,9,36,
,DETAIL,ALLOCATION,11100101,OWRB,1971,9,36,
,DETAIL,ALLOCATION,11100102,OWRB,1971,9,36,
,DETAIL,ALLOCATION,11100104,OWRB,1971,9,36,
,DETAIL,ALLOCATION,11100201,OWRB,1971,9,36,
,DETAIL,ALLOCATION,11100301,OWRB,1971,9,36,
,DETAIL,ALLOCATION,11130102,OWRB,1972,1,36,
,DETAIL,ALLOCATION,11130202,OWRB,1972,1,36,
,DETAIL,ALLOCATION,11130203,OWRB,1972,1,36,
,DETAIL,ALLOCATION,11130208,OWRB,1972,1,36,
,DETAIL,ALLOCATION,11140105,OWRB,1972,10,36,
,DETAIL,ALLOCATION,11140106,OWRB,1972,10,36,
,DETAIL,ALLOCATION,11140107,OWRB,1972,10,36,
,DETAIL,ALLOCATION,11140108,OWRB,1972,10,36,
,DETAIL,ALLOCATION,11120202,OWRB,1972,11,36,
,DETAIL,ALLOCATION,11120302,OWRB,1972,11,36,
,DETAIL,ALLOCATION,11120303,OWRB,1972,11,36,
,DETAIL,ALLOCATION,11120304,OWRB,1972,11,36,
,DETAIL,ALLOCATION,11130101,OWRB,1972,11,36,
,DETAIL,ALLOCATION,,OWRB,1972,12,36,
,DETAIL,ALLOCATION,11050003,OWRB,1972,12,36,
,DETAIL,ALLOCATION,11060001,OWRB,1972,12,36,
,DETAIL,ALLOCATION,11060004,OWRB,1972,12,36,
,DETAIL,ALLOCATION,11060005,OWRB,1972,12,36,
,DETAIL,ALLOCATION,11060006,OWRB,1972,12,36,
,DETAIL,ALLOCATION,11090201,OWRB,1972,13,36,
,DETAIL,ALLOCATION,11130301,OWRB,1972,13,36,
,DETAIL,ALLOCATION,11130302,OWRB,1972,13,36,
,DETAIL,ALLOCATION,11090202,OWRB,1972,2,36,
,DETAIL,ALLOCATION,11140101,OWRB,1972,2,36,
,DETAIL,ALLOCATION,11140102,OWRB,1972,2,36,
,DETAIL,ALLOCATION,11140103,OWRB,1972,2,36,
,DETAIL,ALLOCATION,11140104,OWRB,1972,2,36,
,DETAIL,ALLOCATION,11040001,OWRB,1972,3,36,
,DETAIL,ALLOCATION,11050002,OWRB,1972,3,36,
,DETAIL,ALLOCATION,11090202,OWRB,1972,3,36,
,DETAIL,ALLOCATION,11090203,OWRB,1972,3,36,
,DETAIL,ALLOCATION,11100301,OWRB,1972,3,36,
,DETAIL,ALLOCATION,11100302,OWRB,1972,3,36,
,DETAIL,ALLOCATION,11100303,OWRB,1972,3,36,
,DETAIL,ALLOCATION,11040001,OWRB,1972,4,36,
,DETAIL,ALLOCATION,11090202,OWRB,1972,4,36,
,DETAIL,ALLOCATION,11090204,OWRB,1972,4,36,
,DETAIL,ALLOCATION,11100302,OWRB,1972,4,36,
,DETAIL,ALLOCATION,11100303,OWRB,1972,4,36,
,DETAIL,ALLOCATION,11070206,OWRB,1972,5,36,
,DETAIL,ALLOCATION,11070209,OWRB,1972,5,36,
,DETAIL,ALLOCATION,11090204,OWRB,1972,6,36,
,DETAIL,ALLOCATION,11100201,OWRB,1972,6,36,
,DETAIL,ALLOCATION,11110102,OWRB,1972,6,36,
,DETAIL,ALLOCATION,11110103,OWRB,1972,6,36,
,DETAIL,ALLOCATION,11110104,OWRB,1972,6,36,
,DETAIL,ALLOCATION,11110105,OWRB,1972,6,36,
,DETAIL,ALLOCATION,11130201,OWRB,1972,7,36,
,DETAIL,ALLOCATION,11130210,OWRB,1972,7,36,
,DETAIL,ALLOCATION,11130302,OWRB,1972,7,36,
,DETAIL,ALLOCATION,11130303,OWRB,1972,7,36,
,DETAIL,ALLOCATION,11130304,OWRB,1972,7,36,
,DETAIL,ALLOCATION,11070103,OWRB,1972,8,36,
,DETAIL,ALLOCATION,11070105,OWRB,1972,8,36,
,DETAIL,ALLOCATION,11070106,OWRB,1972,8,36,
,DETAIL,ALLOCATION,11070107,OWRB,1972,8,36,
,DETAIL,ALLOCATION,11110101,OWRB,1972,8,36,
,DETAIL,ALLOCATION,11040001,OWRB,1972,9,36,
,DETAIL,ALLOCATION,11040002,OWRB,1972,9,36,
,DETAIL,ALLOCATION,11040008,OWRB,1972,9,36,
,DETAIL,ALLOCATION,11050001,OWRB,1972,9,36,
,DETAIL,ALLOCATION,11100101,OWRB,1972,9,36,
,DETAIL,ALLOCATION,11100102,OWRB,1972,9,36,
,DETAIL,ALLOCATION,11100104,OWRB,1972,9,36,
,DETAIL,ALLOCATION,11100201,OWRB,1972,9,36,
,DETAIL,ALLOCATION,11100301,OWRB,1972,9,36,
,DETAIL,ALLOCATION,11130102,OWRB,1973,1,36,
,DETAIL,ALLOCATION,11130202,OWRB,1973,1,36,
,DETAIL,ALLOCATION,11130203,OWRB,1973,1,36,
,DETAIL,ALLOCATION,11130208,OWRB,1973,1,36,
,DETAIL,ALLOCATION,11140105,OWRB,1973,10,36,
,DETAIL,ALLOCATION,11140106,OWRB,1973,10,36,
,DETAIL,ALLOCATION,11140107,OWRB,1973,10,36,
,DETAIL,ALLOCATION,11140108,OWRB,1973,10,36,
,DETAIL,ALLOCATION,11120202,OWRB,1973,11,36,
,DETAIL,ALLOCATION,11120302,OWRB,1973,11,36,
,DETAIL,ALLOCATION,11120303,OWRB,1973,11,36,
,DETAIL,ALLOCATION,11120304,OWRB,1973,11,36,
,DETAIL,ALLOCATION,11130101,OWRB,1973,11,36,
,DETAIL,ALLOCATION,,OWRB,1973,12,36,
,DETAIL,ALLOCATION,11050002,OWRB,1973,12,36,
,DETAIL,ALLOCATION,11050003,OWRB,1973,12,36,
,DETAIL,ALLOCATION,11060001,OWRB,1973,12,36,
,DETAIL,ALLOCATION,11060004,OWRB,1973,12,36,
,DETAIL,ALLOCATION,11060005,OWRB,1973,12,36,
,DETAIL,ALLOCATION,11060006,OWRB,1973,12,36,
,DETAIL,ALLOCATION,11090201,OWRB,1973,13,36,
,DETAIL,ALLOCATION,11090202,OWRB,1973,13,36,
,DETAIL,ALLOCATION,11130301,OWRB,1973,13,36,
,DETAIL,ALLOCATION,11130302,OWRB,1973,13,36,
,DETAIL,ALLOCATION,11090202,OWRB,1973,2,36,
,DETAIL,ALLOCATION,11140101,OWRB,1973,2,36,
,DETAIL,ALLOCATION,11140102,OWRB,1973,2,36,
,DETAIL,ALLOCATION,11140103,OWRB,1973,2,36,
,DETAIL,ALLOCATION,11140104,OWRB,1973,2,36,
,DETAIL,ALLOCATION,11040001,OWRB,1973,3,36,
,DETAIL,ALLOCATION,11050002,OWRB,1973,3,36,
,DETAIL,ALLOCATION,11090202,OWRB,1973,3,36,
,DETAIL,ALLOCATION,11090203,OWRB,1973,3,36,
,DETAIL,ALLOCATION,11100301,OWRB,1973,3,36,
,DETAIL,ALLOCATION,11100302,OWRB,1973,3,36,
,DETAIL,ALLOCATION,11100303,OWRB,1973,3,36,
,DETAIL,ALLOCATION,11040001,OWRB,1973,4,36,
,DETAIL,ALLOCATION,11090202,OWRB,1973,4,36,
,DETAIL,ALLOCATION,11090204,OWRB,1973,4,36,
,DETAIL,ALLOCATION,11100302,OWRB,1973,4,36,
,DETAIL,ALLOCATION,11100303,OWRB,1973,4,36,
,DETAIL,ALLOCATION,11070206,OWRB,1973,5,36,
,DETAIL,ALLOCATION,11070209,OWRB,1973,5,36,
,DETAIL,ALLOCATION,11090204,OWRB,1973,6,36,
,DETAIL,ALLOCATION,11100201,OWRB,1973,6,36,
,DETAIL,ALLOCATION,11110102,OWRB,1973,6,36,
,DETAIL,ALLOCATION,11110103,OWRB,1973,6,36,
,DETAIL,ALLOCATION,11110104,OWRB,1973,6,36,
,DETAIL,ALLOCATION,11110105,OWRB,1973,6,36,
,DETAIL,ALLOCATION,11130201,OWRB,1973,7,36,
,DETAIL,ALLOCATION,11130210,OWRB,1973,7,36,
,DETAIL,ALLOCATION,11130302,OWRB,1973,7,36,
,DETAIL,ALLOCATION,11130303,OWRB,1973,7,36,
,DETAIL,ALLOCATION,11130304,OWRB,1973,7,36,
