CountyFIPS,DataCategory,DataType,HUC,OrganizationIdentifier,ReportIdentifier,ReportUnitIdentifier,ReportUnitName,State,WaDEURLAddress
16011,DETAIL,ALLOCATION,170402050302,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402060209,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402060301,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402060304,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402060305,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402061001,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070302,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070307,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070404,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070405,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070406,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070407,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070503,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070504,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070601,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070602,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070603,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070604,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070605,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070607,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402070608,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402080101,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402080604,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402080605,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402080607,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16019,DETAIL,ALLOCATION,170402050202,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16019,DETAIL,ALLOCATION,170402060107,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16019,DETAIL,ALLOCATION,170402060301,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16019,DETAIL,ALLOCATION,170402060304,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16019,DETAIL,ALLOCATION,170402070302,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16019,DETAIL,ALLOCATION,170402070303,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16019,DETAIL,ALLOCATION,170402070503,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,160102010701,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,160102010702,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170401050101,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170401050103,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170401050304,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402050101,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402050102,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070101,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070102,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070103,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070104,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070201,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070202,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070203,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070204,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070205,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070206,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070207,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070208,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070209,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070210,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070301,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070303,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070304,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070305,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070306,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070307,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070401,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070402,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070403,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070404,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070406,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070407,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070608,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080106,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080107,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402070608,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402080608,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
,DETAIL,ALLOCATION,,IDWR,2016,27,Blackfoot River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,160102020301,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170000000000,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402060901,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402060902,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402060904,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080104,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080107,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080204,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080205,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080206,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080207,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080208,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080209,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080210,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080211,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080301,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080302,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080303,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080304,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080305,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080306,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080307,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080308,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080401,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080402,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080403,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080404,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080501,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080502,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080503,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080504,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080505,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080506,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080507,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080603,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080605,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080606,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16005,DETAIL,ALLOCATION,170402080608,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402080101,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402080207,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16011,DETAIL,ALLOCATION,170402080605,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170000000000,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402010200,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402070404,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080102,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080103,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080104,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080105,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080106,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080107,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080108,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080201,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080202,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080203,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080204,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080205,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080206,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080207,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080208,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170402080502,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16029,DETAIL,ALLOCATION,170603030301,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16071,DETAIL,ALLOCATION,160102040203,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16071,DETAIL,ALLOCATION,170402060801,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16071,DETAIL,ALLOCATION,170402060802,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16071,DETAIL,ALLOCATION,170402060803,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16071,DETAIL,ALLOCATION,170402080304,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16071,DETAIL,ALLOCATION,170402080306,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16071,DETAIL,ALLOCATION,170402080308,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402060801,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402060802,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402060803,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402060804,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402060805,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402060806,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402060807,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402060901,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402060902,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402060903,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402060904,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402060905,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402061003,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402061005,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402061006,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402061009,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402080305,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402080507,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402080608,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402090106,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402090109,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402090301,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402090302,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16077,DETAIL,ALLOCATION,170402090303,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
41001,DETAIL,ALLOCATION,170402080307,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
,DETAIL,ALLOCATION,,IDWR,2016,29,Portneuf River,56,http://www.westernstateswater.org/Idaho
16003,DETAIL,ALLOCATION,170502010401,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16003,DETAIL,ALLOCATION,170502010403,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16003,DETAIL,ALLOCATION,170502010505,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16003,DETAIL,ALLOCATION,170502010701,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16003,DETAIL,ALLOCATION,170502010703,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16003,DETAIL,ALLOCATION,170601010102,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16027,DETAIL,ALLOCATION,170501031103,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16027,DETAIL,ALLOCATION,170501150102,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16049,DETAIL,ALLOCATION,170601010106,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16049,DETAIL,ALLOCATION,170601010201,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16049,DETAIL,ALLOCATION,170601010204,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16049,DETAIL,ALLOCATION,170601010206,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16049,DETAIL,ALLOCATION,170601010208,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16069,DETAIL,ALLOCATION,170601030103,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16069,DETAIL,ALLOCATION,170601030104,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16069,DETAIL,ALLOCATION,170601030105,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16069,DETAIL,ALLOCATION,170601030303,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16069,DETAIL,ALLOCATION,170601030307,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16075,DETAIL,ALLOCATION,170501150102,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16075,DETAIL,ALLOCATION,170501150103,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16075,DETAIL,ALLOCATION,170501150104,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16075,DETAIL,ALLOCATION,170501150204,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16087,DETAIL,ALLOCATION,170501150204,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16087,DETAIL,ALLOCATION,170501241104,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16087,DETAIL,ALLOCATION,170502010106,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16087,DETAIL,ALLOCATION,170502010201,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16087,DETAIL,ALLOCATION,170502010206,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16087,DETAIL,ALLOCATION,170502010301,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16087,DETAIL,ALLOCATION,170502010303,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16087,DETAIL,ALLOCATION,170502010304,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16087,DETAIL,ALLOCATION,170502010306,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16087,DETAIL,ALLOCATION,170502010307,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16087,DETAIL,ALLOCATION,170502010401,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16087,DETAIL,ALLOCATION,170502010402,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16087,DETAIL,ALLOCATION,170502010403,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16087,DETAIL,ALLOCATION,170502010703,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
,DETAIL,ALLOCATION,,IDWR,2016,3,Snake River - Boise River to Lewist,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402020202,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402020304,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140101,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140102,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140103,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140104,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140105,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140106,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140107,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140108,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140201,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140202,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140203,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140204,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140205,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140206,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140207,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140301,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140302,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140401,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140402,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140403,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140404,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
16033,DETAIL,ALLOCATION,170402140405,IDWR,2016,31,Camas Creek - Mud Lake Area,56,http://www.westernstateswater.org/Idaho
