DataCategory,DataType,Organization,OrganizationIdentifier,ReportIdentifier,ReportUnitIdentifier,ReportUnitName,State,WaDEURLAddress
DETAIL,ALLOCATION,,CODWR,2016,23,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,24,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,25,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,26,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,27,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,28,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,29,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,3,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,30,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,31,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,32,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,33,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,34,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,35,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,36,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,37,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,38,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,39,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,4,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,40,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,41,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,42,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,43,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,44,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,45,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,46,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,47,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,48,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,49,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,5,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,50,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,51,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,52,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,53,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,54,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,55,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,56,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,57,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,58,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,59,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,6,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,60,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,61,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,62,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,63,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,64,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,65,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,66,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,67,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,68,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,69,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,7,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,70,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,71,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,72,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,73,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,76,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,77,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,78,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,79,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,8,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,80,,42,http://www.westernstateswater.org/Colorado
DETAIL,ALLOCATION,,CODWR,2016,9,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,10,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,13,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,25,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,26,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,27,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,28,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,29,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,30,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,31,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,32,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,33,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,34,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,40,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,41,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,42,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,44,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,45,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,46,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,54,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,55,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,57,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,59,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,61,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,63,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,68,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,69,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,71,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,73,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,77,,42,http://www.westernstateswater.org/Colorado
DETAIL,DIVERSION,,CODWR,2016,78,,42,http://www.westernstateswater.org/Colorado
